Symbol,Name,Last,Name,Exchange,Industry,Sector,"ETF Full Name","Fund Family","Asset Class","Contract Name"
GRPN,"Groupon Cl A",4.71,"Groupon Cl A",NASDAQ,"Internet Commerce",Retail-Wholesale,N/A,N/A,N/A,N/A
GRUB,"Grubhub Inc",98.78,"Grubhub Inc",NYSE,"Internet Services - Delivery","Computers and Technology",N/A,N/A,N/A,N/A
GSAT,Globalstar,0.61,Globalstar,AMEX,"Satellite Communication","Computers and Technology",N/A,N/A,N/A,N/A
GSBC,"Great Southern Bncp",55.05,"Great Southern Bncp",NASDAQ,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
GSIT,"Gsi Technology Inc",7.56,"Gsi Technology Inc",NASDAQ,"Computer - Storage Devices","Computers and Technology",N/A,N/A,N/A,N/A
GST,"Gastar Exploration",0.65,"Gastar Exploration",AMEX,"Oil - C$ Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
GTHX,"G1 Therapeutics Inc",42.62,"G1 Therapeutics Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
GTLS,"Chart Industries In",59.08,"Chart Industries In",NASDAQ,"Machinery - General Industrial","Industrial Products",N/A,N/A,N/A,N/A
GTN,"Gray Television",10.9,"Gray Television",NYSE,"Broadcast - Radio & TV","Consumer Discretionary",N/A,N/A,N/A,N/A
GTS,"Triple-S Management Corp",28.03,"Triple-S Management Corp",NYSE,"Medical - HMO",Medical,N/A,N/A,N/A,N/A
GTT,"Global Telcom & Technology Inc",50.75,"Global Telcom & Technology Inc",NYSE,"IT Services","Computers and Technology",N/A,N/A,N/A,N/A
GTY,"Getty Realty Corp",25.65,"Getty Realty Corp",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
GVA,"Granite Construction Inc",54.04,"Granite Construction Inc",NYSE,"Building - Heavy Construction",Construction,N/A,N/A,N/A,N/A
GWB,"Great Western Bancorp Inc",42.02,"Great Western Bancorp Inc",NYSE,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
GWRS,"Global Water Reso",9,"Global Water Reso",NASDAQ,"Utility - Water Supply",Utilities,N/A,N/A,N/A,N/A
HA,"Hawaiian Hldgs Inc",37,"Hawaiian Hldgs Inc",NASDAQ,"Transportation - Airline",Transportation,N/A,N/A,N/A,N/A
HABT,"Habit Rest Cmn A",8.95,"Habit Rest Cmn A",NASDAQ,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
HAE,"Haemonetics Corp",79.93,"Haemonetics Corp",NYSE,"Medical Products",Medical,N/A,N/A,N/A,N/A
HAFC,"Hanmi Financial Cp",27.65,"Hanmi Financial Cp",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
HAIR,"Restoration Robotics Inc",4.12,"Restoration Robotics Inc",NASDAQ,"Medical Instruments",Medical,N/A,N/A,N/A,N/A
HALL,"Hallmark Fin Svc",9.84,"Hallmark Fin Svc",NASDAQ,"Insurance - Proprty & Casualty",Finance,N/A,N/A,N/A,N/A
HALO,"Halozyme Therapeutic",19.28,"Halozyme Therapeutic",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
HASI,"Hannon Armstrong Sustainable In",18.87,"Hannon Armstrong Sustainable In",NYSE,"REIT - Mortgage Trusts",Finance,N/A,N/A,N/A,N/A
HAWK,"Blackhawk Network Ho",44.85,"Blackhawk Network Ho",NASDAQ,"Finance - Misc Services",Finance,N/A,N/A,N/A,N/A
HAYN,"Haynes Intl Inc",40.17,"Haynes Intl Inc",NASDAQ,"Steel - Specialty","Basic Materials",N/A,N/A,N/A,N/A
HBB,"Horizons CA Select Universe Bond ETF",24.5,"Horizons CA Select Universe Bond ETF",NYSE,"Appliances - Household","Consumer Discretionary",N/A,N/A,N/A,N/A
HBCP,"Home Bancorp Inc",43.65,"Home Bancorp Inc",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
HBHC,"Hancock Holding Co",49.85,"Hancock Holding Co",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
HBMD,"Howard Bancorp MD",17.8,"Howard Bancorp MD",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
HBNC,"Horizon Bancorp",29.63,"Horizon Bancorp",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
HBP,"Huttig Bldg Products",5.87,"Huttig Bldg Products",NASDAQ,"Building Prds Retail - Wsale",Retail-Wholesale,N/A,N/A,N/A,N/A
HCC,"Warrior Met Coal Inc",27.5,"Warrior Met Coal Inc",NYSE,Coal,Oils-Energy,N/A,N/A,N/A,N/A
HCCI,Heritage-Crystal,19.73,Heritage-Crystal,NASDAQ,"Pollution Controls","Industrial Products",N/A,N/A,N/A,N/A
HCHC,"Hc2 Holdings Inc",6.81,"Hc2 Holdings Inc",NYSE,"Conglomerates - Div Operations",Conglomerates,N/A,N/A,N/A,N/A
HCI,"Homeowners Choice",40.74,"Homeowners Choice",NYSE,"Insurance - Proprty & Casualty",Finance,N/A,N/A,N/A,N/A
HCKT,"Hackett Grp Inc",16.46,"Hackett Grp Inc",NASDAQ,Consulting,"Business Services",N/A,N/A,N/A,N/A
HCOM,"Hawaiian Telcom Hold",28.3,"Hawaiian Telcom Hold",NASDAQ,"Diversified Comm Services",Utilities,N/A,N/A,N/A,N/A
HCSG,"Healthcare Svcs Gp",37.51,"Healthcare Svcs Gp",NASDAQ,"Business Services","Business Services",N/A,N/A,N/A,N/A
HDNG,"Hardinge Inc",18.33,"Hardinge Inc",NASDAQ,"Machinery - Tools & Related","Industrial Products",N/A,N/A,N/A,N/A
HDP,Hortonworks,17.88,Hortonworks,NASDAQ,"Internet - Software","Computers and Technology",N/A,N/A,N/A,N/A
HDSN,"Hudson Tech Inc",3.96,"Hudson Tech Inc",NASDAQ,"Industrial Services","Industrial Products",N/A,N/A,N/A,N/A
HEES,"H&E Equip Services",34.54,"H&E Equip Services",NASDAQ,"Machinery - Construct & Mining","Industrial Products",N/A,N/A,N/A,N/A
HELE,"Helen of Troy Ltd",89.85,"Helen of Troy Ltd",NASDAQ,"Cosmetics & Toiletries","Consumer Staples",N/A,N/A,N/A,N/A
HF,"HFF Inc",36.2,"HFF Inc",NYSE,"Real Estate Operations",Finance,N/A,N/A,N/A,N/A
HFWA,"Heritage Financial",31.15,"Heritage Financial",NASDAQ,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
HI,"Hillenbrand Inc",44.15,"Hillenbrand Inc",NYSE,"Funeral Services & Related","Consumer Staples",N/A,N/A,N/A,N/A
HIBB,"Hibbett Sports Inc",27.9,"Hibbett Sports Inc",NASDAQ,"Retail - Misc & Diversified",Retail-Wholesale,N/A,N/A,N/A,N/A
HIFR,"Infrareit Inc",21.51,"Infrareit Inc",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
HIFS,"Hingham Inst For Svg",218.88,"Hingham Inst For Svg",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
HIIQ,"Health Insurance Inn",26.65,"Health Insurance Inn",NASDAQ,"Insurance - Life",Finance,N/A,N/A,N/A,N/A
HIL,"Hill International",5.2,"Hill International",NYSE,Consulting,"Business Services",N/A,N/A,N/A,N/A
HIVE,"Aerohive Networks Inc",4.04,"Aerohive Networks Inc",NYSE,"Communications Components","Computers and Technology",N/A,N/A,N/A,N/A
HK,"Halcon Resources",4.83,"Halcon Resources",NYSE,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
HL,"Hecla Mining Company",3.93,"Hecla Mining Company",NYSE,"Mining - Silver","Basic Materials",N/A,N/A,N/A,N/A
HLI,"Houlihan Lokey",45.28,"Houlihan Lokey",NYSE,"Finance - Misc Services",Finance,N/A,N/A,N/A,N/A
HLIT,"Harmonic Inc",3.4,"Harmonic Inc",NASDAQ,"Communications Components","Computers and Technology",N/A,N/A,N/A,N/A
HLNE,"Hamilton Lane Incorporated Class A",43.76,"Hamilton Lane Incorporated Class A",NASDAQ,"Finance - Investment Mgmt",Finance,N/A,N/A,N/A,N/A
HLX,"Helix Energy Solutions Group",7.65,"Helix Energy Solutions Group",NYSE,"Oil - Field Services",Oils-Energy,N/A,N/A,N/A,N/A
HMHC,"Houghton Mifflin Har",7,"Houghton Mifflin Har",NASDAQ,"Business Services","Business Services",N/A,N/A,N/A,N/A
HMN,"Horace Mann Educators Corp",43.6,"Horace Mann Educators Corp",NYSE,"Insurance - Multi Line",Finance,N/A,N/A,N/A,N/A
HMST,"Homestreet Inc",26.75,"Homestreet Inc",NASDAQ,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
HMSY,"Hms Hldgs Cp",19.46,"Hms Hldgs Cp",NASDAQ,"Medical Information Systems",Medical,N/A,N/A,N/A,N/A
HMTV,"Hemisphere Media A",11.45,"Hemisphere Media A",NASDAQ,"Cable TV","Consumer Discretionary",N/A,N/A,N/A,N/A
HNI,"Hon Industries Inc",34.93,"Hon Industries Inc",NYSE,"Business Office Products","Business Services",N/A,N/A,N/A,N/A
HNRG,"Hallador Energy Co",6.71,"Hallador Energy Co",NASDAQ,Coal,Oils-Energy,N/A,N/A,N/A,N/A
HOFT,"Hooker Furniture",37.45,"Hooker Furniture",NASDAQ,Furniture,"Consumer Discretionary",N/A,N/A,N/A,N/A
HOMB,"Home Bancshares Inc",23.31,"Home Bancshares Inc",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
HOME,"At Home Group Inc",36.83,"At Home Group Inc",NYSE,"Retail - Home Furniture",Retail-Wholesale,N/A,N/A,N/A,N/A
HONE,"Harborone Bancorp Inc",17.79,"Harborone Bancorp Inc",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
HOPE,"Hope Bancorp Inc",17.42,"Hope Bancorp Inc",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
HOV,"Hovnanian Enterprises Inc",2.05,"Hovnanian Enterprises Inc",NYSE,"Building - Residential & Comm",Construction,N/A,N/A,N/A,N/A
HPR,"Highpoint Resources Corp.",6.94,"Highpoint Resources Corp.",NYSE,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
HQY,Healthequity,69.34,Healthequity,NASDAQ,"Medical Services",Medical,N/A,N/A,N/A,N/A
HR,"Healthcare Realty Trust Inc",27.88,"Healthcare Realty Trust Inc",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
HRG,"Hrg Group Inc",11.51,"Hrg Group Inc",NYSE,"Consumer Prdts - Misc Staple","Consumer Staples",N/A,N/A,N/A,N/A
HRI,"Herc Holdings Inc",52.61,"Herc Holdings Inc",NYSE,"Transportation - Equip & Lease",Transportation,N/A,N/A,N/A,N/A
HRTG,"Heritage Insurance Holdings",15.19,"Heritage Insurance Holdings",NYSE,"Insurance - Proprty & Casualty",Finance,N/A,N/A,N/A,N/A
HRTX,"Heron Therapeutics",31.8,"Heron Therapeutics",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
HSC,"Harsco Corp",21.45,"Harsco Corp",NYSE,"Industrial Services","Industrial Products",N/A,N/A,N/A,N/A
HSII,"Heidrick & Struggl",37.65,"Heidrick & Struggl",NASDAQ,Staffing,"Business Services",N/A,N/A,N/A,N/A
HSKA,"Heska Corp",89.4,"Heska Corp",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
HSTM,"Healthstream Inc",26.31,"Healthstream Inc",NASDAQ,"Internet - Services","Computers and Technology",N/A,N/A,N/A,N/A
HT,"Hersha Hospitality Trust",19.19,"Hersha Hospitality Trust",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
HTBI,"Hometrust Bancshares",26.45,"Hometrust Bancshares",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
HTBK,"Heritage Commerce",16.73,"Heritage Commerce",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
HTH,"Hilltop Holdings Inc",22.15,"Hilltop Holdings Inc",NYSE,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
HTLD,"Heartland Express",17.76,"Heartland Express",NASDAQ,"Transportation - Truck",Transportation,N/A,N/A,N/A,N/A
HTLF,"Heartland Finl USA",53.7,"Heartland Finl USA",NASDAQ,"Banks - Midwest",Finance,N/A,N/A,N/A,N/A
HTZ,"Hertz Global Holdings Inc",21.37,"Hertz Global Holdings Inc",NYSE,"Transportation - Services",Transportation,N/A,N/A,N/A,N/A
HUBG,"Hub Group Inc A",45.3,"Hub Group Inc A",NASDAQ,"Transportation - Services",Transportation,N/A,N/A,N/A,N/A
HUBS,"Hubspot Inc",110.05,"Hubspot Inc",NYSE,"Internet - Software","Computers and Technology",N/A,N/A,N/A,N/A
HUD,"Hudson Ltd. Class A Common Shares",14.93,"Hudson Ltd. Class A Common Shares",NYSE,"Leisure & Recreation Services","Consumer Discretionary",N/A,N/A,N/A,N/A
HURC,"Hurco Cos Inc",44.65,"Hurco Cos Inc",NASDAQ,"Machinery - Tools & Related","Industrial Products",N/A,N/A,N/A,N/A
HURN,"Huron Consulting",34.55,"Huron Consulting",NASDAQ,Consulting,"Business Services",N/A,N/A,N/A,N/A
HVT,"Haverty Furniture Companies",19.45,"Haverty Furniture Companies",NYSE,"Retail - Home Furniture",Retail-Wholesale,N/A,N/A,N/A,N/A
HWKN,"Hawkins Inc",31.8,"Hawkins Inc",NASDAQ,"Chemical - Specialty","Basic Materials",N/A,N/A,N/A,N/A
HY,"Hyster-Yale Materials Handling",67.58,"Hyster-Yale Materials Handling",NYSE,"Machinery - Material Handling","Industrial Products",N/A,N/A,N/A,N/A
HYH,"Halyard Health Inc",53.46,"Halyard Health Inc",NYSE,"Medical - Dental Suppliers",Medical,N/A,N/A,N/A,N/A
HZN,"Horizon Global Corporation Comm",5.9,"Horizon Global Corporation Comm",NYSE,"Auto - Truck Original Parts",Auto-Tires-Trucks,N/A,N/A,N/A,N/A
HZNP,"Horizon Pharma Ord",14.24,"Horizon Pharma Ord",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
HZO,"Marinemax Inc",22.85,"Marinemax Inc",NYSE,"Retail - Misc & Diversified",Retail-Wholesale,N/A,N/A,N/A,N/A
I,"Intelsat S.A.",12,"Intelsat S.A.",NYSE,"Satellite Communication","Computers and Technology",N/A,N/A,N/A,N/A
IART,"Integra Lifesciences",64.08,"Integra Lifesciences",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
IBCP,"Independent Bk Cp",23.65,"Independent Bk Cp",NASDAQ,"Banks - Midwest",Finance,N/A,N/A,N/A,N/A
IBKC,"Iberiabank Corp",75.6,"Iberiabank Corp",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
IBOC,"Intl Bancshares",40.55,"Intl Bancshares",NASDAQ,"Banks - Southwest",Finance,N/A,N/A,N/A,N/A
IBP,"Installed Building Products I",58.3,"Installed Building Products I",NYSE,"Building & Construction - Misc",Construction,N/A,N/A,N/A,N/A
IBTX,"Independent Bank Grp",73.9,"Independent Bank Grp",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
ICBK,"County Bancorp",28,"County Bancorp",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
ICD,"Independence Contract Drilling Inc",4.77,"Independence Contract Drilling Inc",NYSE,"Oil & Gas - Drilling",Oils-Energy,N/A,N/A,N/A,N/A
ICFI,"Icf International",64.75,"Icf International",NASDAQ,"Government Services","Business Services",N/A,N/A,N/A,N/A
ICHR,Ichor,23.74,Ichor,NASDAQ,"Electronics - Semiconductors","Computers and Technology",N/A,N/A,N/A,N/A
ICON,"Iconix Brand Group",0.74,"Iconix Brand Group",NASDAQ,"Shoes and Related Apparel","Consumer Staples",N/A,N/A,N/A,N/A
ICUI,"I C U Medical Inc",258.9,"I C U Medical Inc",NASDAQ,"Medical Products",Medical,N/A,N/A,N/A,N/A
IDA,"Idacorp Inc",94.04,"Idacorp Inc",NYSE,"Utility - Electric Power",Utilities,N/A,N/A,N/A,N/A
IDCC,"Interdigital Inc",75.5,"Interdigital Inc",NASDAQ,"Wireless Equipment","Computers and Technology",N/A,N/A,N/A,N/A
IDRA,"Idera Pharmaceutical",1.62,"Idera Pharmaceutical",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
IDT,"IDT Corp",5.35,"IDT Corp",NYSE,"Diversified Comm Services",Utilities,N/A,N/A,N/A,N/A
IDTI,"Integrated Devices",29.26,"Integrated Devices",NASDAQ,"Electronics - Semiconductors","Computers and Technology",N/A,N/A,N/A,N/A
IESC,"Ies Holdings",17.65,"Ies Holdings",NASDAQ,"Electronic Misc Services","Computers and Technology",N/A,N/A,N/A,N/A
IHC,"Independence Holding Company",35.3,"Independence Holding Company",NYSE,"Insurance - Multi Line",Finance,N/A,N/A,N/A,N/A
III,"Information Svcs Grp",4.22,"Information Svcs Grp",NASDAQ,Consulting,"Business Services",N/A,N/A,N/A,N/A
IIIN,"Insteel Industries",30.44,"Insteel Industries",NASDAQ,"Wire & Cable Products","Industrial Products",N/A,N/A,N/A,N/A
IIVI,"I I V I Inc",43.15,"I I V I Inc",NASDAQ,"Machinery - Electrical","Industrial Products",N/A,N/A,N/A,N/A
ILG,"Ilg Inc",33.52,"Ilg Inc",NASDAQ,"Leisure & Recreation Services","Consumer Discretionary",N/A,N/A,N/A,N/A
ILPT,"Industrial Logistics Properties Trust",20.64,"Industrial Logistics Properties Trust",NASDAQ,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
IMAX,"Imax Corp",22.75,"Imax Corp",NYSE,"Movie & TV Production & Dist","Consumer Discretionary",N/A,N/A,N/A,N/A
IMDZ,"Immune Design CS",3.8,"Immune Design CS",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
IMGN,"Immunogen Inc",10.57,"Immunogen Inc",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
IMH,"Impac Mortgage Holdings",8.77,"Impac Mortgage Holdings",AMEX,"REIT - Mortgage Trusts",Finance,N/A,N/A,N/A,N/A
IMKTA,"Ingles Markets Inc",31.85,"Ingles Markets Inc",NASDAQ,"Retail - Supermarket",Retail-Wholesale,N/A,N/A,N/A,N/A
IMMR,"Immersion Corp",11.18,"Immersion Corp",NASDAQ,"Computers - Peripheral Equpt","Computers and Technology",N/A,N/A,N/A,N/A
IMMU,"Immunomedics Inc",17.73,"Immunomedics Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
IMPV,"Imperva Inc",46.3,"Imperva Inc",NASDAQ,Security,"Computers and Technology",N/A,N/A,N/A,N/A
INAP,"Internap Corp",11.31,"Internap Corp",NASDAQ,"Internet - Services","Computers and Technology",N/A,N/A,N/A,N/A
INBK,"First Internet Bcp",33.45,"First Internet Bcp",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
INDB,"Independent Bk Corp",73.75,"Independent Bk Corp",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
INFN,"Infinera Corp",12.01,"Infinera Corp",NASDAQ,"Computer - Networks","Computers and Technology",N/A,N/A,N/A,N/A
INGN,"Inogen Inc",169.94,"Inogen Inc",NASDAQ,"Medical Instruments",Medical,N/A,N/A,N/A,N/A
INN,"Summit Hotel Properties",14.36,"Summit Hotel Properties",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
INO,"Inovio Pharma",4.54,"Inovio Pharma",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
INOV,"Inovalon Hldgs Cm A",10.55,"Inovalon Hldgs Cm A",NASDAQ,"IT Services","Computers and Technology",N/A,N/A,N/A,N/A
INSE,"Inspired Entertainment Inc",5,"Inspired Entertainment Inc",NASDAQ,"Technology Services","Business Services",N/A,N/A,N/A,N/A
INSM,"Insmed Inc",25.51,"Insmed Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
INST,"Instructure Inc",42.65,"Instructure Inc",NYSE,"Internet - Software","Computers and Technology",N/A,N/A,N/A,N/A
INSW,"International Seaways Inc",19.35,"International Seaways Inc",NYSE,"Transportation - Ship",Transportation,N/A,N/A,N/A,N/A
INSY,"Insys Theraptcs",6.71,"Insys Theraptcs",NASDAQ,"Medical Products",Medical,N/A,N/A,N/A,N/A
INTL,"Intl Fcstone Inc",45.35,"Intl Fcstone Inc",NASDAQ,"Finance - Investment Brokers",Finance,N/A,N/A,N/A,N/A
INVA,"Innoviva Inc",14.5,"Innoviva Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
INWK,"Innerworkings Inc",9.77,"Innerworkings Inc",NASDAQ,"Advertising Marketing Services","Business Services",N/A,N/A,N/A,N/A
IOSP,"Innospec Inc",72.7,"Innospec Inc",NASDAQ,"Chemical - Diversified","Basic Materials",N/A,N/A,N/A,N/A
IOVA,"Iovance Biotherapeutics Inc",14.9,"Iovance Biotherapeutics Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
IPAR,"Inter Parfums Inc",50.45,"Inter Parfums Inc",NASDAQ,"Cosmetics & Toiletries","Consumer Staples",N/A,N/A,N/A,N/A
IPCC,"Infinity Property",136.15,"Infinity Property",NASDAQ,"Insurance - Proprty & Casualty",Finance,N/A,N/A,N/A,N/A
IPHI,"Inphi Corp",32.47,"Inphi Corp",NYSE,"Semi Analog & Mixed","Computers and Technology",N/A,N/A,N/A,N/A
IPHS,"Innophos Hldngs Inc",44.48,"Innophos Hldngs Inc",NASDAQ,"Chemical - Diversified","Basic Materials",N/A,N/A,N/A,N/A
IPI,"Intrepid Potash Inc",4.29,"Intrepid Potash Inc",NYSE,Fertilizers,"Basic Materials",N/A,N/A,N/A,N/A
IPXL,"Impax Labs Inc",18.3,"Impax Labs Inc",NASDAQ,"Medical - Generic Drugs",Medical,N/A,N/A,N/A,N/A
IRBT,"Irobot Corp",60.02,"Irobot Corp",NASDAQ,"Industrial Robotics","Computers and Technology",N/A,N/A,N/A,N/A
IRDM,"Iridium Comm Inc",11.6,"Iridium Comm Inc",NASDAQ,"Satellite Communication","Computers and Technology",N/A,N/A,N/A,N/A
IRET,"Investors Real Estate Trust",5.43,"Investors Real Estate Trust",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
IRT,"Independence Realty Trust Inc",9.53,"Independence Realty Trust Inc",NYSE,"REIT - Equity Trust Resident",Finance,N/A,N/A,N/A,N/A
IRTC,"Irhythm Technologies Inc",66.85,"Irhythm Technologies Inc",NASDAQ,"Medical Information Systems",Medical,N/A,N/A,N/A,N/A
IRWD,"Ironwood Pharmaceuti",18.59,"Ironwood Pharmaceuti",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
ISBC,"Investors Bancorp",13.49,"Investors Bancorp",NASDAQ,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
ISCA,"Intl Speedway Cl A",41.7,"Intl Speedway Cl A",NASDAQ,"Leisure & Recreation Services","Consumer Discretionary",N/A,N/A,N/A,N/A
ISRL,"Isramco Inc",108,"Isramco Inc",NASDAQ,"Oil - International Specialty",Oils-Energy,N/A,N/A,N/A,N/A
ISTR,"Investar Holding",26.05,"Investar Holding",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
ITCI,"Intra-Cellular Ther",18,"Intra-Cellular Ther",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
ITG,"Investment Technology Group",20.93,"Investment Technology Group",NYSE,"Finance - Investment Brokers",Finance,N/A,N/A,N/A,N/A
ITGR,"Integer Holdings Corp",63.4,"Integer Holdings Corp",NYSE,"Medical Instruments",Medical,N/A,N/A,N/A,N/A
ITI,"Iteris Inc",4.88,"Iteris Inc",NASDAQ,"Computer - Integrated Systems","Computers and Technology",N/A,N/A,N/A,N/A
ITIC,"Investors Title Co",191.34,"Investors Title Co",NASDAQ,"Insurance - Proprty & Casualty",Finance,N/A,N/A,N/A,N/A
ITRI,"Itron Inc",64.95,"Itron Inc",NASDAQ,"Electronic Test Equipment","Computers and Technology",N/A,N/A,N/A,N/A
IVAC,"Intevac Inc",4.7,"Intevac Inc",NASDAQ,"Electrical - Manufacturing","Computers and Technology",N/A,N/A,N/A,N/A
IVC,"Invacare Corp",18.55,"Invacare Corp",NYSE,"Medical - Dental Suppliers",Medical,N/A,N/A,N/A,N/A
IVR,"Invesco Mortgage Capital Inc",16.43,"Invesco Mortgage Capital Inc",NYSE,"REIT - Mortgage Trusts",Finance,N/A,N/A,N/A,N/A
JACK,"Jack In The Box Inc",88.31,"Jack In The Box Inc",NASDAQ,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
JAG,"Jagged Peak Energy Inc",14.25,"Jagged Peak Energy Inc",NYSE,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
JAX,"J. Alexander's Holdings Inc C",12.45,"J. Alexander's Holdings Inc C",NYSE,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
JBSS,"John B Sanfilippo",62.73,"John B Sanfilippo",NASDAQ,"Food - Misc & Diversified","Consumer Staples",N/A,N/A,N/A,N/A
JBT,"John Bean Technologies Corp",88.1,"John Bean Technologies Corp",NYSE,"Machinery - Thermal Processing","Industrial Products",N/A,N/A,N/A,N/A
JCAP,"Jernigan Capital Inc",19.1,"Jernigan Capital Inc",NYSE,"REIT - Mortgage Trusts",Finance,N/A,N/A,N/A,N/A
JCOM,"J2 Global Inc",84.14,"J2 Global Inc",NASDAQ,"Internet - Software","Computers and Technology",N/A,N/A,N/A,N/A
JCP,"J.C. Penney Company Inc",2.89,"J.C. Penney Company Inc",NYSE,"Retail - Regional Dept Stores",Retail-Wholesale,N/A,N/A,N/A,N/A
JELD,"Jeld-Wen Holding Inc",29.18,"Jeld-Wen Holding Inc",NYSE,"Building Products - Wood",Construction,N/A,N/A,N/A,N/A
JILL,"J. Jill Inc",5.09,"J. Jill Inc",NYSE,"Retail - Apparel & Shoes",Retail-Wholesale,N/A,N/A,N/A,N/A
JJSF,"J J Snack Foods",132.7,"J J Snack Foods",NASDAQ,"Food - Misc & Diversified","Consumer Staples",N/A,N/A,N/A,N/A
JNCE,"Jounce Therapeutics Inc",20.2,"Jounce Therapeutics Inc",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
JOE,"St. Joe Company",17.55,"St. Joe Company",NYSE,"Real Estate Developers",Finance,N/A,N/A,N/A,N/A
JONE,"Jones Energy Inc",0.64,"Jones Energy Inc",NYSE,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
JOUT,"Johnson Outdoors I",73.66,"Johnson Outdoors I",NASDAQ,"Leisure & Recreational Prdcts","Consumer Discretionary",N/A,N/A,N/A,N/A
JRVR,"James River Gp HD",37.71,"James River Gp HD",NASDAQ,"Insurance - Multi Line",Finance,N/A,N/A,N/A,N/A
KAI,"Kadant Inc",93.55,"Kadant Inc",NYSE,"Machinery - General Industrial","Industrial Products",N/A,N/A,N/A,N/A
KALA,"Kala Pharmaceuticals Inc",15.75,"Kala Pharmaceuticals Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
KALU,"Kaiser Aluminum",100.47,"Kaiser Aluminum",NASDAQ,"Metal Production & Fabrication","Basic Materials",N/A,N/A,N/A,N/A
KAMN,"Kaman Corp",61.31,"Kaman Corp",NYSE,"Machinery - General Industrial","Industrial Products",N/A,N/A,N/A,N/A
